A,B,C,D
16400,e,13,C
16401,a,105,B
16402,d,113,A
16403,c,43,B
16404,b,142,A
16405,b,12,A
16406,c,45,C
16407,a,164,A
16408,b,24,C
16409,e,125,B
16410,a,4,C
16411,c,178,B
16412,d,129,B
16413,a,35,A
16414,b,62,B
16415,a,33,A
16416,c,26,B
16417,d,37,A
16418,c,161,A
16419,b,13,C
16420,b,160,C
16421,a,198,A
16422,e,191,B
16423,e,185,A
16424,a,24,A
16425,c,73,B
16426,b,115,C
16427,b,167,A
16428,d,175,A
16429,e,125,A
16430,a,138,B
16431,d,165,C
16432,b,89,A
16433,c,61,C
16434,c,31,B
16435,d,59,B
16436,b,53,C
16437,e,175,A
16438,c,41,C
16439,c,185,C
16440,c,42,B
16441,b,100,C
16442,a,153,A
16443,c,30,C
16444,a,71,B
16445,a,15,B
16446,d,184,A
16447,c,91,A
16448,b,123,A
16449,b,4,B
16450,a,85,C
16451,e,125,C
16452,e,54,A
16453,a,21,B
16454,c,145,C
16455,e,145,A
16456,b,123,C
16457,b,151,A
16458,b,176,C
16459,d,77,B
16460,b,184,B
16461,e,118,C
16462,b,102,B
16463,e,5,B
16464,e,124,A
16465,a,179,C
16466,e,134,A
16467,c,131,B
16468,c,169,C
16469,a,128,A
16470,a,119,B
16471,d,200,A
16472,b,16,C
16473,a,184,C
16474,b,187,C
16475,d,59,C
16476,b,70,A
16477,d,124,C
16478,d,44,C
16479,d,1,C
16480,e,159,A
16481,c,9,C
16482,d,29,B
16483,c,115,B
16484,b,187,A
16485,a,128,A
16486,a,1,B
16487,e,127,A
16488,c,26,A
16489,d,184,B
16490,c,137,C
16491,a,76,A
16492,b,13,B
16493,d,27,A
16494,a,140,C
16495,d,100,A
16496,c,113,A
16497,b,62,B
16498,c,156,A
16499,d,198,A
16500,e,165,B
16501,a,70,B
16502,b,18,C
16503,a,46,A
16504,e,133,A
16505,a,120,A
16506,d,10,C
16507,a,92,B
16508,a,174,A
16509,e,93,B
16510,b,25,B
16511,b,10,A
16512,b,135,C
16513,b,23,A
16514,e,44,B
16515,d,149,C
16516,e,65,A
16517,b,113,C
16518,e,200,A
16519,a,9,A
16520,c,71,B
16521,d,136,C
16522,b,64,A
16523,e,16,C
16524,c,184,A
16525,a,59,B
16526,d,59,C
16527,b,138,C
16528,c,30,C
16529,d,21,C
16530,d,111,A
16531,b,94,B
16532,c,39,B
16533,a,131,A
16534,c,188,C
16535,e,158,C
16536,e,52,A
16537,d,170,A
16538,a,122,C
16539,e,2,B
16540,a,110,A
16541,a,74,B
16542,b,32,C
16543,b,82,C
16544,b,151,A
16545,a,57,A
16546,c,26,A
16547,d,44,A
16548,d,148,C
16549,d,151,C
16550,a,181,B
16551,e,138,C
16552,a,126,A
16553,b,13,B
16554,e,194,A
16555,e,52,B
16556,a,139,C
16557,a,38,A
16558,a,140,A
16559,e,124,A
16560,e,11,C
16561,e,32,C
16562,c,117,C
16563,a,94,A
16564,d,172,B
16565,e,138,B
16566,b,139,B
16567,e,168,C
16568,c,81,C
16569,a,20,B
16570,a,175,C
16571,e,53,C
16572,b,164,C
16573,d,197,B
16574,a,163,A
16575,d,181,B
16576,b,52,B
16577,e,116,B
16578,b,187,C
16579,a,142,A
16580,c,160,C
16581,a,4,A
16582,c,65,A
16583,a,116,A
16584,d,43,B
16585,c,127,B
16586,d,19,C
16587,a,40,B
16588,e,54,B
16589,e,46,A
16590,a,143,B
16591,d,145,C
16592,d,54,C
16593,e,110,A
16594,d,27,C
16595,d,183,C
16596,c,148,C
16597,b,85,A
16598,c,118,B
16599,c,189,B
16600,b,194,B
16601,a,161,A
16602,c,47,B
16603,c,192,A
16604,a,98,C
16605,d,127,B
16606,a,171,C
16607,a,154,B
16608,c,30,A
16609,e,71,C
16610,a,172,C
16611,b,73,A
16612,c,176,C
16613,c,9,C
16614,d,96,A
16615,c,27,A
16616,a,1,B
16617,a,181,A
16618,a,149,A
16619,d,166,C
16620,d,182,A
16621,e,82,C
16622,a,33,A
16623,d,36,A
16624,e,63,B
16625,a,176,B
16626,c,154,C
16627,e,154,C
16628,a,129,A
16629,b,163,B
16630,d,72,B
16631,b,164,C
16632,b,1,B
16633,e,104,A
16634,e,167,C
16635,d,34,C
16636,b,88,A
16637,b,17,C
16638,e,27,C
16639,b,28,A
16640,b,179,A
16641,d,62,C
16642,e,111,C
16643,b,80,C
16644,e,11,A
16645,a,10,A
16646,a,168,A
16647,b,165,C
16648,c,122,A
16649,d,83,B
16650,c,183,C
16651,d,46,A
16652,d,92,A
16653,c,23,A
16654,a,153,C
16655,d,58,C
16656,c,174,B
16657,a,101,C
16658,b,180,A
16659,c,60,A
16660,e,16,A
16661,d,120,A
16662,e,32,A
16663,c,150,A
16664,e,101,A
16665,c,38,A
16666,e,33,C
16667,c,44,B
16668,d,27,B
16669,e,153,A
16670,b,40,C
16671,b,91,C
16672,b,13,C
16673,d,84,B
16674,b,48,C
16675,b,77,B
16676,e,129,B
16677,b,18,A
16678,d,153,C
16679,a,29,A
16680,c,131,B
16681,a,141,C
16682,b,198,A
16683,c,162,C
16684,e,33,A
16685,d,157,A
16686,b,16,A
16687,a,93,B
16688,e,79,B
16689,e,64,A
16690,d,180,C
16691,b,64,B
16692,b,62,B
16693,a,144,C
16694,b,53,B
16695,b,10,B
16696,e,152,B
16697,b,5,B
16698,e,26,A
16699,e,20,C
16700,d,166,A
16701,a,143,C
16702,e,16,B
16703,b,14,C
16704,d,184,B
16705,a,139,A
16706,c,70,B
16707,d,180,B
16708,c,146,B
16709,b,98,C
16710,a,75,C
16711,e,51,A
16712,a,70,A
16713,b,160,C
16714,e,13,C
16715,a,5,B
16716,a,126,C
16717,a,197,C
16718,e,6,B
16719,a,33,C
16720,a,161,C
16721,b,118,A
16722,c,43,C
16723,e,75,C
16724,b,197,B
16725,c,9,C
16726,a,95,C
16727,e,57,A
16728,e,90,A
16729,c,139,A
16730,c,161,B
16731,c,87,A
16732,d,147,A
16733,c,115,B
16734,a,40,B
16735,a,42,A
16736,d,170,B
16737,b,29,C
16738,d,71,A
16739,b,77,B
16740,b,193,B
16741,c,95,C
16742,d,73,B
16743,b,5,A
16744,e,174,A
16745,d,132,B
16746,c,47,C
16747,d,31,B
16748,e,26,C
16749,b,54,B
16750,e,194,B
16751,c,140,A
16752,d,3,C
16753,b,67,A
16754,b,38,C
16755,d,152,B
16756,a,70,A
16757,e,95,B
16758,a,76,C
16759,c,136,A
16760,d,151,C
16761,c,81,C
16762,b,111,C
16763,a,125,B
16764,d,68,C
16765,e,169,B
16766,b,97,A
16767,d,113,A
16768,e,195,A
16769,b,192,C
16770,b,94,A
16771,b,195,C
16772,c,84,C
16773,d,84,C
16774,b,189,B
16775,a,179,C
16776,e,37,A
16777,b,37,A
16778,e,197,C
16779,c,26,B
16780,d,145,A
16781,c,44,C
16782,e,188,C
16783,d,145,B
16784,a,66,C
16785,b,144,B
16786,a,21,A
16787,e,119,C
16788,e,73,A
16789,a,124,A
16790,c,188,C
16791,b,91,C
16792,a,50,C
16793,e,15,B
16794,d,134,C
16795,b,147,B
16796,b,151,B
16797,d,72,C
16798,a,159,B
16799,a,187,B
16800,a,71,A
16801,b,106,A
16802,a,98,C
16803,c,181,B
16804,b,130,B
16805,a,197,C
16806,b,179,B
16807,e,51,B
16808,c,110,C
16809,e,91,A
16810,a,168,C
16811,b,142,A
16812,c,17,B
16813,e,176,A
16814,c,53,A
16815,d,135,B
16816,b,67,C
16817,b,122,A
16818,c,110,B
16819,c,79,A
16820,a,155,A
16821,d,93,B
16822,e,54,C
16823,e,25,C
16824,a,11,B
16825,b,98,C
16826,a,194,A
16827,b,174,B
16828,c,144,B
16829,d,157,A
16830,a,111,C
16831,e,6,B
16832,c,135,B
16833,c,32,A
16834,a,13,A
16835,c,54,B
16836,d,31,C
16837,a,44,A
16838,b,100,B
16839,c,29,C
16840,c,185,B
16841,d,48,A
16842,b,96,C
16843,c,171,C
16844,b,79,B
16845,a,23,C
16846,a,51,B
16847,c,74,A
16848,b,133,B
16849,e,186,A
16850,d,186,B
16851,e,175,A
16852,a,189,A
16853,d,178,A
16854,e,200,A
16855,c,12,A
16856,c,77,A
16857,d,13,B
16858,a,178,B
16859,e,166,B
16860,d,198,B
16861,d,37,C
16862,a,46,B
16863,c,51,C
16864,e,157,A
16865,b,61,A
16866,d,82,A
16867,a,113,C
16868,e,187,B
16869,b,52,A
16870,c,148,A
16871,e,12,B
16872,d,123,C
16873,e,7,C
16874,d,29,B
16875,c,20,B
16876,e,50,A
16877,e,69,C
16878,d,36,A
16879,b,119,A
16880,b,7,B
16881,c,90,A
16882,b,19,B
16883,a,118,B
16884,b,130,A
16885,e,187,B
16886,b,84,B
16887,d,84,B
16888,e,6,C
16889,d,53,B
16890,a,124,B
16891,e,49,A
16892,e,26,B
16893,e,143,B
16894,e,55,A
16895,d,117,A
16896,a,97,B
16897,a,129,B
16898,e,43,B
16899,a,168,A
16900,a,114,A
16901,b,200,A
16902,d,108,A
16903,a,60,B
16904,c,102,B
16905,e,155,B
16906,a,167,A
16907,b,195,C
16908,c,168,C
16909,c,79,B
16910,c,161,A
16911,b,117,C
16912,b,102,C
16913,e,134,B
16914,b,12,B
16915,e,82,B
16916,c,56,C
16917,a,31,A
16918,c,151,B
16919,d,126,A
16920,b,117,C
16921,a,169,A
16922,d,191,C
16923,c,111,B
16924,b,76,B
16925,e,156,B
16926,a,97,C
16927,e,125,C
16928,c,126,B
16929,c,143,A
16930,e,32,A
16931,e,8,A
16932,a,161,A
16933,a,78,B
16934,b,149,B
16935,c,177,C
16936,b,52,A
16937,c,66,C
16938,e,26,A
16939,b,89,A
16940,e,146,A
16941,b,44,B
16942,b,96,C
16943,e,131,B
16944,a,94,B
16945,d,173,C
16946,c,2,C
16947,d,40,B
16948,b,198,B
16949,d,6,B
16950,a,40,B
16951,d,14,C
16952,e,152,B
16953,c,91,B
16954,c,196,C
16955,b,171,A
16956,c,54,A
16957,c,171,B
16958,d,170,A
16959,c,82,B
16960,b,87,C
16961,c,9,C
16962,a,150,B
16963,b,104,A
16964,d,186,B
16965,b,50,B
16966,d,6,C
16967,c,38,B
16968,a,92,B
16969,d,180,B
16970,c,18,C
16971,b,154,C
16972,a,61,A
16973,a,190,C
16974,d,66,B
16975,c,161,C
16976,c,145,C
16977,a,156,B
16978,c,99,C
16979,a,136,A
16980,b,64,C
16981,e,129,B
16982,b,10,A
16983,e,25,A
16984,b,91,B
16985,b,3,C
16986,c,129,B
16987,e,60,A
16988,e,171,C
16989,b,28,C
16990,c,15,A
16991,b,138,B
16992,e,39,C
16993,a,18,C
16994,c,173,B
16995,c,166,B
16996,e,112,C
16997,e,109,C
16998,c,75,C
16999,d,21,A
17000,e,53,A
17001,b,160,B
17002,d,112,B
17003,e,182,B
17004,b,132,A
17005,d,178,B
17006,c,73,C
17007,b,86,B
17008,b,7,C
17009,b,191,A
17010,c,29,C
17011,a,62,C
17012,a,169,A
17013,d,40,B
17014,a,20,A
17015,b,65,A
17016,a,102,A
17017,e,44,A
17018,a,52,C
17019,c,153,C
17020,a,74,B
17021,e,17,B
17022,e,166,A
17023,e,149,B
17024,c,174,B
17025,b,21,A
17026,a,91,C
17027,e,43,A
17028,d,75,C
17029,b,76,B
17030,e,108,B
17031,a,33,C
17032,a,98,C
17033,b,181,A
17034,c,148,A
17035,d,167,C
17036,b,196,A
17037,a,128,A
17038,c,146,C
17039,e,116,B
17040,a,35,A
17041,c,158,B
17042,e,2,C
17043,a,76,C
17044,b,186,B
17045,d,122,B
17046,e,170,C
17047,e,108,A
17048,c,65,C
17049,c,137,C
17050,b,113,A
17051,c,151,A
17052,c,146,C
17053,a,166,B
17054,c,136,B
17055,b,40,B
17056,b,128,A
17057,d,16,B
17058,e,81,A
17059,b,41,C
17060,e,79,A
17061,c,90,C
17062,b,170,C
17063,e,90,A
17064,e,152,C
17065,b,125,A
17066,c,62,B
17067,e,9,B
17068,c,41,C
17069,b,147,B
17070,a,133,B
17071,d,75,B
17072,d,106,C
17073,b,161,B
17074,e,146,C
17075,c,50,C
17076,b,37,C
17077,d,105,A
17078,b,103,B
17079,a,39,A
17080,d,44,B
17081,a,155,A
17082,e,125,B
17083,e,24,C
17084,c,81,A
17085,e,134,C
17086,e,18,A
17087,e,95,A
17088,a,61,A
17089,c,55,B
17090,c,82,B
17091,d,2,C
17092,d,138,B
17093,d,128,A
17094,b,32,A
17095,b,188,B
17096,a,140,A
17097,b,190,C
17098,d,190,A
17099,e,95,B
17100,c,10,A
17101,d,157,B
17102,d,170,B
17103,b,71,C
17104,b,171,C
17105,a,122,B
17106,e,159,C
17107,c,90,C
17108,b,6,A
17109,b,59,A
17110,a,161,B
17111,a,6,A
17112,d,62,C
17113,d,1,C
17114,e,151,A
17115,b,166,A
17116,c,69,C
17117,d,193,A
17118,e,11,C
17119,d,72,B
17120,e,138,C
17121,c,128,B
17122,a,93,C
17123,e,15,C
17124,e,68,B
17125,b,102,C
17126,b,67,B
17127,a,22,C
17128,a,172,A
17129,d,181,B
17130,c,166,B
17131,b,50,A
17132,b,113,C
17133,a,43,A
17134,e,116,A
17135,c,115,B
17136,e,195,C
17137,e,44,A
17138,a,162,A
17139,e,120,B
17140,b,93,A
17141,a,109,C
17142,c,67,B
17143,c,23,C
17144,e,70,C
17145,b,176,C
17146,b,80,C
17147,d,109,A
17148,d,154,B
17149,d,56,A
17150,c,185,A
17151,b,66,B
17152,a,117,A
17153,c,13,A
17154,b,136,B
17155,e,8,A
17156,a,23,C
17157,a,68,B
17158,b,46,B
17159,a,93,A
17160,c,59,A
17161,d,188,A
17162,b,196,A
17163,b,85,A
17164,b,138,B
17165,a,8,B
17166,b,131,C
17167,e,18,B
17168,d,3,A
17169,b,189,A
17170,d,192,A
17171,a,113,B
17172,b,165,C
17173,e,135,B
17174,c,174,C
17175,a,48,C
17176,d,41,B
17177,d,124,C
17178,c,64,C
17179,a,16,A
17180,c,49,C
17181,d,93,C
17182,a,75,B
17183,b,153,A
17184,a,180,B
17185,d,93,C
17186,a,50,A
17187,a,118,B
17188,a,189,B
17189,b,4,A
17190,b,11,A
17191,d,134,B
17192,d,147,A
17193,c,3,A
17194,b,36,C
17195,e,144,C
17196,a,126,A
17197,c,106,B
17198,c,3,C
17199,b,164,A
17200,d,26,A
17201,b,93,A
17202,b,1,C
17203,d,145,B
17204,d,65,A
17205,a,166,C
17206,b,169,C
17207,b,161,C
17208,d,189,A
17209,d,196,C
17210,c,77,A
17211,b,150,C
17212,a,63,B
17213,d,18,B
17214,a,168,B
17215,e,67,C
17216,b,81,C
17217,b,77,A
17218,e,106,A
17219,c,30,B
17220,c,156,B
17221,e,103,B
17222,d,66,C
17223,b,74,A
17224,b,89,A
17225,d,18,C
17226,e,15,A
17227,c,157,A
17228,c,55,C
17229,a,173,B
17230,e,100,B
17231,b,43,C
17232,d,170,A
17233,d,174,A
17234,b,198,C
17235,d,50,B
17236,a,125,A
17237,c,7,B
17238,e,174,B
17239,c,100,C
17240,d,129,C
17241,e,37,C
17242,b,54,B
17243,c,50,A
17244,d,183,A
17245,e,154,A
17246,e,131,B
17247,c,162,C
17248,e,18,B
17249,c,156,B
17250,e,18,C
17251,a,167,B
17252,b,84,B
17253,a,54,B
17254,a,21,A
17255,c,140,B
17256,a,107,C
17257,b,137,C
17258,d,178,B
17259,d,23,B
17260,c,81,B
17261,d,192,A
17262,c,84,A
17263,c,151,A
17264,c,27,C
17265,a,79,B
17266,d,116,A
17267,a,96,B
17268,a,65,B
17269,b,10,C
17270,b,84,C
17271,d,113,B
17272,a,18,B
17273,e,193,C
17274,d,74,B
17275,b,157,B
17276,b,99,A
17277,b,37,C
17278,a,88,C
17279,d,5,A
17280,c,79,A
17281,d,41,A
17282,c,93,B
17283,c,147,A
17284,a,116,A
17285,b,24,A
17286,b,64,C
17287,c,20,C
17288,a,148,B
17289,d,6,C
17290,e,96,C
17291,b,57,A
17292,b,118,B
17293,a,197,A
17294,d,151,B
17295,e,152,B
17296,d,194,C
17297,b,52,B
17298,a,37,C
17299,d,43,C
17300,c,97,A
17301,d,118,B
17302,e,24,A
17303,c,55,C
17304,a,75,B
17305,a,34,B
17306,d,100,A
17307,b,107,A
17308,a,144,A
17309,a,71,B
17310,d,63,A
17311,a,163,C
17312,c,158,B
17313,e,74,A
17314,b,173,A
17315,a,159,B
17316,d,200,C
17317,b,174,A
17318,a,69,B
17319,e,85,C
17320,d,106,A
17321,a,2,C
17322,a,197,C
17323,c,78,B
17324,e,128,A
17325,c,63,A
17326,a,117,C
17327,c,114,B
17328,b,120,A
17329,a,197,C
17330,c,104,A
17331,c,134,C
17332,a,116,B
17333,c,164,B
17334,c,189,B
17335,d,40,B
17336,e,138,C
17337,a,117,A
17338,a,60,A
17339,b,199,A
17340,d,82,B
17341,a,75,B
17342,d,5,B
17343,c,165,B
17344,e,115,B
17345,d,194,C
17346,e,138,C
17347,e,164,B
17348,a,99,C
17349,d,150,A
17350,b,121,A
17351,e,138,C
17352,e,158,A
17353,a,71,C
17354,a,172,A
17355,d,19,A
17356,d,13,B
17357,b,174,C
17358,c,174,B
17359,d,7,C
17360,b,42,C
17361,e,193,B
17362,b,25,B
17363,d,126,C
17364,b,27,A
17365,a,138,B
17366,b,52,A
17367,a,175,B
17368,b,111,C
17369,c,77,C
17370,c,190,B
17371,d,6,B
17372,e,1,A
17373,d,84,A
17374,a,125,C
17375,b,13,B
17376,a,67,B
17377,a,104,A
17378,c,177,B
17379,c,95,A
17380,b,179,A
17381,d,134,C
17382,c,158,B
17383,d,150,A
17384,a,12,C
17385,e,184,A
17386,e,126,C
17387,a,109,B
17388,b,61,C
17389,a,182,A
17390,a,8,B
17391,b,98,A
17392,d,118,B
17393,d,131,B
17394,a,25,B
17395,a,99,B
17396,d,90,B
17397,e,195,C
17398,c,194,B
17399,d,63,A
17400,b,199,B
17401,b,154,B
17402,e,68,C
17403,d,35,B
17404,c,58,B
17405,a,66,A
17406,d,70,B
17407,e,79,B
17408,c,70,A
17409,a,38,C
17410,c,53,A
17411,c,119,C
17412,d,195,C
17413,e,161,C
17414,e,40,B
17415,b,24,A
17416,c,156,C
17417,a,39,C
17418,c,14,C
17419,a,188,A
17420,d,21,B
17421,e,90,A
17422,e,29,B
17423,d,119,A
17424,b,158,C
17425,d,86,A
17426,d,45,C
17427,c,49,C
17428,d,55,A
17429,e,85,C
17430,a,52,C
17431,d,158,A
17432,e,13,C
17433,a,85,B
17434,d,1,A
17435,b,86,A
17436,c,65,A
17437,c,71,A
17438,d,159,C
17439,a,110,B
17440,e,164,A
17441,c,75,B
17442,d,43,A
17443,e,169,A
17444,d,146,A
17445,b,39,A
17446,e,83,C
17447,a,92,A
17448,c,134,B
17449,e,108,B
17450,d,75,A
17451,c,71,A
17452,a,66,C
17453,a,103,C
17454,d,183,B
17455,d,68,A
17456,d,55,B
17457,a,58,B
17458,c,180,C
17459,a,63,A
17460,a,196,B
17461,a,189,B
17462,b,109,A
17463,b,197,A
17464,c,128,A
17465,c,114,C
17466,e,73,A
17467,c,160,B
17468,d,75,B
17469,b,109,C
17470,b,148,A
17471,d,44,C
17472,d,157,A
17473,a,91,C
17474,d,16,A
17475,b,103,C
17476,a,183,B
17477,b,169,B
17478,b,189,C
17479,c,149,B
17480,b,98,B
17481,b,151,C
17482,a,117,B
17483,c,146,C
17484,c,23,B
17485,c,92,C
17486,b,2,A
17487,c,190,B
17488,b,97,A
17489,d,139,A
17490,e,78,B
17491,e,128,B
17492,b,9,C
17493,b,26,C
17494,c,56,B
17495,a,14,C
17496,a,144,C
17497,d,160,A
17498,b,157,B
17499,b,169,C
17500,e,34,C
17501,a,97,A
17502,b,107,B
17503,a,196,B
17504,d,186,A
17505,c,95,B
17506,c,65,C
17507,d,154,A
17508,c,199,B
17509,e,133,C
17510,c,199,B
17511,c,47,A
17512,d,127,C
17513,b,149,C
17514,c,24,A
17515,a,1,B
17516,d,68,A
17517,d,185,B
17518,d,58,A
17519,a,120,A
17520,d,194,B
17521,d,53,B
17522,a,58,C
17523,a,187,C
17524,c,78,A
17525,c,147,A
17526,c,151,A
17527,c,60,C
17528,e,82,C
17529,e,25,A
17530,c,28,A
17531,d,62,B
17532,c,174,C
17533,b,12,A
17534,b,15,A
17535,e,26,A
17536,a,46,C
17537,c,97,C
17538,d,117,A
17539,a,136,A
17540,a,178,A
17541,c,111,A
17542,a,48,B
17543,e,119,B
17544,a,54,B
17545,c,158,A
17546,e,149,A
17547,a,185,C
17548,a,136,A
17549,a,93,A
17550,d,153,A
17551,b,148,B
17552,d,2,B
17553,b,136,A
17554,d,200,C
17555,e,112,A
17556,b,137,B
17557,c,180,A
17558,c,139,A
17559,c,8,C
17560,a,195,A
17561,d,194,A
17562,d,2,B
17563,a,197,B
17564,d,79,C
17565,c,55,C
17566,d,47,B
17567,a,161,B
17568,b,97,A
17569,c,173,B
17570,a,167,B
17571,c,125,B
17572,c,58,A
17573,d,12,C
17574,b,50,A
17575,e,148,A
17576,a,157,C
17577,a,34,C
17578,c,191,A
17579,d,46,A
17580,e,19,C
17581,c,103,C
17582,b,4,C
17583,c,101,B
17584,e,144,A
17585,d,176,C
17586,e,34,B
17587,c,47,B
17588,d,140,B
17589,b,114,C
17590,c,122,B
17591,a,47,A
17592,b,87,A
17593,d,114,C
17594,e,70,A
17595,c,84,A
17596,b,75,B
17597,e,44,C
17598,c,168,A
17599,d,163,A
17600,d,5,B
17601,c,194,C
17602,c,138,A
17603,c,181,C
17604,e,75,A
17605,a,160,C
17606,c,135,B
17607,c,162,C
17608,c,33,B
17609,b,173,A
17610,c,140,B
17611,c,56,A
17612,a,120,B
17613,b,115,B
17614,b,108,C
17615,a,188,B
17616,c,195,A
17617,d,134,A
17618,a,107,C
17619,d,36,A
17620,e,171,B
17621,e,164,B
17622,d,191,A
17623,a,56,C
17624,d,128,A
17625,c,66,C
17626,a,184,C
17627,c,150,B
17628,c,89,C
17629,b,186,A
17630,b,112,B
17631,b,17,A
17632,d,113,A
17633,e,162,A
17634,a,137,B
17635,b,56,C
17636,a,26,C
17637,b,192,B
17638,a,109,B
17639,d,190,B
17640,c,184,C
17641,a,73,C
17642,e,15,A
17643,c,155,B
17644,b,81,A
17645,d,121,A
17646,e,170,C
17647,c,20,C
17648,d,146,B
17649,d,11,C
17650,c,131,C
17651,c,66,A
17652,b,190,A
17653,e,53,B
17654,e,11,A
17655,d,143,A
17656,b,191,B
17657,b,105,A
17658,c,151,B
17659,b,168,C
17660,e,108,A
17661,a,106,B
17662,e,21,C
17663,d,39,A
17664,e,71,A
17665,a,110,C
17666,a,79,C
17667,d,172,A
17668,b,31,A
17669,e,29,C
17670,a,175,A
17671,a,49,C
17672,b,122,C
17673,d,150,A
17674,c,119,B
17675,b,165,A
17676,c,92,A
17677,e,130,A
17678,e,45,C
17679,a,162,C
17680,c,180,B
17681,b,139,B
17682,c,26,B
17683,d,165,A
17684,e,159,A
17685,a,140,B
17686,b,180,B
17687,d,83,A
17688,a,129,C
17689,a,186,A
17690,a,140,C
17691,d,16,C
17692,c,22,C
17693,a,182,C
17694,d,56,C
17695,b,121,B
17696,e,21,C
17697,a,51,A
17698,c,195,A
17699,d,123,C
17700,c,100,A
17701,b,139,B
17702,c,171,A
17703,b,3,B
17704,c,189,A
17705,d,187,C
17706,d,44,A
17707,e,160,A
17708,c,56,A
17709,c,185,B
17710,e,144,A
17711,e,57,C
17712,a,179,A
17713,b,108,A
17714,c,171,C
17715,b,21,B
17716,e,92,C
17717,e,184,C
17718,a,44,A
17719,a,119,B
17720,b,136,B
17721,a,18,C
17722,e,153,C
17723,a,50,A
17724,e,7,A
17725,c,182,C
17726,a,169,B
17727,a,89,B
17728,b,140,B
17729,c,132,C
17730,a,171,B
17731,b,181,C
17732,d,78,A
17733,b,7,B
17734,c,100,B
17735,a,146,A
17736,e,175,A
17737,e,43,A
17738,e,64,C
17739,a,55,B
17740,d,128,C
17741,a,74,B
17742,a,61,B
17743,d,104,B
17744,a,25,C
17745,b,100,B
17746,d,138,B
17747,c,102,A
17748,b,115,A
17749,a,58,B
17750,c,48,B
17751,a,128,A
17752,c,69,C
17753,b,171,A
17754,e,146,B
17755,c,182,C
17756,b,101,C
17757,b,11,B
17758,d,83,B
17759,b,52,C
17760,d,30,B
17761,d,147,B
17762,c,3,C
17763,c,5,B
17764,b,29,C
17765,a,167,B
17766,c,133,C
17767,e,161,A
17768,a,198,B
17769,e,99,C
17770,b,184,C
17771,d,169,C
17772,d,44,B
17773,d,79,A
17774,e,39,C
17775,a,67,C
17776,c,149,B
17777,c,92,B
17778,a,131,A
17779,e,166,B
17780,e,181,B
17781,e,70,A
17782,d,175,B
17783,d,130,A
17784,d,140,C
17785,d,170,B
17786,c,185,C
17787,d,69,C
17788,a,89,C
17789,a,46,B
17790,e,165,C
17791,a,90,A
17792,c,101,A
17793,d,42,A
17794,a,62,B
17795,c,85,C
17796,e,100,B
17797,b,167,C
17798,e,164,C
17799,c,131,C
17800,e,182,B
17801,d,193,A
17802,b,163,C
17803,d,146,A
17804,b,64,B
17805,b,81,B
17806,a,200,C
17807,c,42,C
17808,a,73,C
17809,a,128,A
17810,a,136,B
17811,c,32,A
17812,e,17,B
17813,c,33,C
17814,d,166,A
17815,b,110,A
17816,d,79,B
17817,e,42,C
17818,e,67,B
17819,e,128,C
17820,d,157,A
17821,b,101,C
17822,b,66,B
17823,c,112,C
17824,b,23,A
17825,d,17,B
17826,c,6,A
17827,a,96,C
17828,e,71,B
17829,c,34,A
17830,d,106,A
17831,a,196,B
17832,e,67,C
17833,e,133,C
17834,a,169,A
17835,a,32,A
17836,e,67,B
17837,a,47,C
17838,c,97,C
17839,a,164,B
17840,e,150,A
17841,e,170,B
17842,b,115,B
17843,c,63,A
17844,b,82,C
17845,c,143,C
17846,c,185,A
17847,e,115,C
17848,c,191,A
17849,b,133,B
17850,e,34,C
17851,c,178,C
17852,a,189,A
17853,a,160,B
17854,c,184,B
17855,c,182,A
17856,a,113,C
17857,b,174,A
17858,a,24,C
17859,d,133,C
17860,a,28,A
17861,c,67,B
17862,a,41,A
17863,a,24,B
17864,b,108,C
17865,c,185,B
17866,b,67,C
17867,b,48,B
17868,e,69,A
17869,c,186,C
17870,b,169,B
17871,d,173,C
17872,e,36,A
17873,d,15,C
17874,c,25,B
17875,b,65,C
17876,a,47,A
17877,d,102,A
17878,b,13,B
17879,e,41,B
17880,e,69,C
17881,e,78,B
17882,c,80,C
17883,d,129,B
17884,a,113,A
17885,a,96,B
17886,c,120,B
17887,d,198,A
17888,e,98,C
17889,b,26,A
17890,d,81,A
17891,a,198,C
17892,d,181,C
17893,a,113,C
17894,c,25,C
17895,e,38,B
17896,a,23,A
17897,a,102,C
17898,d,35,B
17899,e,133,A
17900,c,59,A
17901,e,63,A
17902,e,122,B
17903,d,72,C
17904,d,157,A
17905,c,73,B
17906,d,97,C
17907,e,92,A
17908,b,148,A
17909,e,68,A
17910,c,58,C
17911,a,61,C
17912,e,190,B
17913,a,103,A
17914,d,6,C
17915,a,92,C
17916,e,155,C
17917,a,187,B
17918,a,158,C
17919,a,104,C
17920,d,167,B
17921,e,51,B
17922,c,189,C
17923,e,158,B
17924,b,123,A
17925,a,101,A
17926,a,81,C
17927,e,132,B
17928,a,73,B
17929,c,3,C
17930,a,118,C
17931,a,166,A
17932,d,155,A
17933,b,96,C
17934,c,195,C
17935,e,146,C
17936,b,155,C
17937,c,74,C
17938,a,199,A
17939,a,33,B
17940,e,121,B
17941,b,35,C
17942,c,8,B
17943,c,80,C
17944,c,25,B
17945,a,4,A
17946,b,128,B
17947,e,91,B
17948,a,84,C
17949,c,82,B
17950,a,99,C
17951,b,52,C
17952,e,165,A
17953,a,1,B
