mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
32.3,4,97,67,2065,17.8,81,"""C3""","""subaru"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
36.4,5,121,67,2950,19.9,80,"""C2""","""audi 5000s (diesel)"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
13,8,360,170,4654,13,73,"""C1""","""plymouth custom suburb"""
23,4,140,83,2639,17,75,"""C1""","""ford pinto"""
31.6,4,120,74,2635,18.3,81,"""C3""","""mazda 626"""
25,4,121,115,2671,13.5,75,"""C2""","""saab 99le"""
14,8,350,165,4209,12,71,"""C1""","""chevrolet impala"""
26.8,6,173,115,2700,12.9,79,"""C1""","""oldsmobile omega brougham"""
16.9,8,350,155,4360,14.9,79,"""C1""","""buick estate wagon (sw)"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
27.2,4,141,71,3190,24.8,79,"""C2""","""peugeot 504"""
24,4,90,75,2108,15.5,74,"""C2""","""fiat 128"""
31.6,4,120,74,2635,18.3,81,"""C3""","""mazda 626"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
17,8,304,150,3672,11.5,72,"""C1""","""amc ambassador sst"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
27.2,4,119,97,2300,14.7,78,"""C3""","""datsun 510"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
29,4,135,84,2525,16,82,"""C1""","""dodge aries se"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
30,4,79,70,2074,19.5,71,"""C2""","""peugeot 304"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
16.9,8,350,155,4360,14.9,79,"""C1""","""buick estate wagon (sw)"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
27,4,140,86,2790,15.6,82,"""C1""","""ford mustang gl"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
21.1,4,134,95,2515,14.8,78,"""C3""","""toyota celica gt liftback"""
17,8,304,150,3672,11.5,72,"""C1""","""amc ambassador sst"""
21,4,122,86,2226,16.5,72,"""C1""","""ford pinto runabout"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
30,4,79,70,2074,19.5,71,"""C2""","""peugeot 304"""
28,4,90,75,2125,14.5,74,"""C1""","""dodge colt"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
20,4,140,90,2408,19.5,72,"""C1""","""chevrolet vega"""
28,4,97,92,2288,17,72,"""C3""","""datsun 510 (sw)"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
21,4,122,86,2226,16.5,72,"""C1""","""ford pinto runabout"""
24.5,4,98,60,2164,22.1,76,"""C1""","""chevrolet woody"""
17,6,163,125,3140,13.6,78,"""C2""","""volvo 264gl"""
21,6,199,90,2648,15,70,"""C1""","""amc gremlin"""
14,8,302,140,4638,16,74,"""C1""","""ford gran torino (sw)"""
28,4,97,75,2155,16.4,76,"""C3""","""toyota corolla"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
27.2,4,119,97,2300,14.7,78,"""C3""","""datsun 510"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
36,4,98,70,2125,17.3,82,"""C1""","""mercury lynx l"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
43.4,4,90,48,2335,23.7,80,"""C2""","""vw dasher (diesel)"""
23.9,8,260,90,3420,22.2,79,"""C1""","""oldsmobile cutlass salon brougham"""
15,6,250,72,3158,19.5,75,"""C1""","""ford maverick"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
17,6,231,110,3907,21,75,"""C1""","""buick century"""
29,4,97,78,1940,14.5,77,"""C2""","""volkswagen rabbit custom"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
13,8,360,175,3821,11,73,"""C1""","""amc ambassador brougham"""
17,8,304,150,3672,11.5,72,"""C1""","""amc ambassador sst"""
14,8,302,140,4638,16,74,"""C1""","""ford gran torino (sw)"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
29,4,90,70,1937,14,75,"""C2""","""volkswagen rabbit"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
18,6,171,97,2984,14.5,75,"""C1""","""ford pinto"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
18.6,6,225,110,3620,18.7,78,"""C1""","""dodge aspen"""
20.8,6,200,85,3070,16.7,78,"""C1""","""mercury zephyr"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
18,4,121,112,2933,14.5,72,"""C2""","""volvo 145e (sw)"""
15.5,8,351,142,4054,14.3,79,"""C1""","""ford country squire (sw)"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
38,4,91,67,1965,15,82,"""C3""","""honda civic"""
23,6,198,95,2904,16,73,"""C1""","""plymouth duster"""
20.6,6,225,110,3360,16.6,79,"""C1""","""dodge aspen 6"""
27,4,97,88,2130,14.5,70,"""C3""","""datsun pl510"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
32,4,135,84,2295,11.6,82,"""C1""","""dodge rampage"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
36.1,4,91,60,1800,16.4,78,"""C3""","""honda civic cvcc"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
13,8,350,145,3988,13,73,"""C1""","""chevrolet malibu"""
11,8,429,208,4633,11,72,"""C1""","""mercury marquis"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
20,6,198,95,3102,16.5,74,"""C1""","""plymouth duster"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
11,8,350,180,3664,11,73,"""C1""","""oldsmobile omega"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
23,4,120,97,2506,14.5,72,"""C3""","""toyouta corona mark ii (sw)"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
37.2,4,86,65,2019,16.4,80,"""C3""","""datsun 310"""
16,6,225,105,3439,15.5,71,"""C1""","""plymouth satellite custom"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
20,4,130,102,3150,15.7,76,"""C2""","""volvo 245"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
22,4,121,98,2945,14.5,75,"""C2""","""volvo 244dl"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
24,4,121,110,2660,14,73,"""C2""","""saab 99le"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
22,4,108,94,2379,16.5,73,"""C3""","""datsun 610"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
11,8,350,180,3664,11,73,"""C1""","""oldsmobile omega"""
14,8,400,175,4464,11.5,71,"""C1""","""pontiac catalina brougham"""
13,8,302,140,4294,16,72,"""C1""","""ford gran torino (sw)"""
18,6,232,100,2945,16,73,"""C1""","""amc hornet"""
13,8,360,170,4654,13,73,"""C1""","""plymouth custom suburb"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
32.9,4,119,100,2615,14.8,81,"""C3""","""datsun 200sx"""
24.2,6,146,120,2930,13.8,81,"""C3""","""datsun 810 maxima"""
36,4,107,75,2205,14.5,82,"""C3""","""honda accord"""
16,8,304,150,3433,12,70,"""C1""","""amc rebel sst"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
15,8,350,145,4440,14,75,"""C1""","""chevrolet bel air"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
17,6,250,100,3329,15.5,71,"""C1""","""chevrolet chevelle malibu"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
26,4,96,69,2189,18,72,"""C2""","""renault 12 (sw)"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
19,6,250,100,3282,15,71,"""C1""","""pontiac firebird"""
24,4,116,75,2158,15.5,73,"""C2""","""opel manta"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
23,4,120,97,2506,14.5,72,"""C3""","""toyouta corona mark ii (sw)"""
15,8,318,150,3399,11,73,"""C1""","""dodge dart custom"""
14,8,400,175,4385,12,72,"""C1""","""pontiac catalina"""
30,4,88,76,2065,14.5,71,"""C2""","""fiat 124b"""
44,4,97,52,2130,24.6,82,"""C2""","""vw pickup"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
15,8,350,145,4082,13,73,"""C1""","""chevrolet monte carlo s"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
22,4,121,98,2945,14.5,75,"""C2""","""volvo 244dl"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
17.5,8,305,140,4215,13,76,"""C1""","""chevrolet chevelle malibu classic"""
28,4,97,92,2288,17,72,"""C3""","""datsun 510 (sw)"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
23.8,4,151,85,2855,17.6,78,"""C1""","""oldsmobile starfire sx"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
25,4,116,81,2220,16.9,76,"""C2""","""opel 1900"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
20.2,6,232,90,3265,18.2,79,"""C1""","""amc concord dl 6"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
28,4,98,80,2164,15,72,"""C1""","""dodge colt (sw)"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
18.1,6,258,120,3410,15.1,78,"""C1""","""amc concord d/l"""
16,6,250,100,3278,18,73,"""C1""","""chevrolet nova custom"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
15,8,350,165,3693,11.5,70,"""C1""","""buick skylark 320"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
27,4,97,60,1834,19,71,"""C2""","""volkswagen model 111"""
23,8,350,125,3900,17.4,79,"""C1""","""cadillac eldorado"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
14,8,304,150,4257,15.5,74,"""C1""","""amc matador (sw)"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
14,8,304,150,3672,11.5,73,"""C1""","""amc matador"""
18,6,225,105,3613,16.5,74,"""C1""","""plymouth satellite sebring"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
22,6,198,95,2833,15.5,70,"""C1""","""plymouth duster"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
13,8,350,165,4274,12,72,"""C1""","""chevrolet impala"""
24,4,90,75,2108,15.5,74,"""C2""","""fiat 128"""
27,4,140,86,2790,15.6,82,"""C1""","""ford mustang gl"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
26,4,156,92,2585,14.5,82,"""C1""","""chrysler lebaron medallion"""
21.5,4,121,110,2600,12.8,77,"""C2""","""bmw 320i"""
16,8,318,150,4498,14.5,75,"""C1""","""plymouth grand fury"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
32,4,144,96,2665,13.9,82,"""C3""","""toyota celica gt"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
20,6,225,100,3651,17.7,76,"""C1""","""dodge aspen se"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
30,4,79,70,2074,19.5,71,"""C2""","""peugeot 304"""
18,8,318,150,3436,11,70,"""C1""","""plymouth satellite"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
27,4,151,90,2735,18,82,"""C1""","""pontiac phoenix"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
15.5,8,400,190,4325,12.2,77,"""C1""","""chrysler cordoba"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
11,8,429,208,4633,11,72,"""C1""","""mercury marquis"""
16,8,400,230,4278,9.5,73,"""C1""","""pontiac grand prix"""
13,8,318,150,3940,13.2,76,"""C1""","""plymouth volare premier v8"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
31.9,4,89,71,1925,14,79,"""C2""","""vw rabbit custom"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
32,4,83,61,2003,19,74,"""C3""","""datsun 710"""
37,4,119,92,2434,15,80,"""C3""","""datsun 510 hatchback"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
24.2,6,146,120,2930,13.8,81,"""C3""","""datsun 810 maxima"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
25.4,6,168,116,2900,12.6,81,"""C3""","""toyota cressida"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
21,4,122,86,2226,16.5,72,"""C1""","""ford pinto runabout"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
24,4,119,97,2545,17,75,"""C3""","""datsun 710"""
23,4,122,86,2220,14,71,"""C1""","""mercury capri 2000"""
29,4,98,83,2219,16.5,74,"""C2""","""audi fox"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
19.2,8,305,145,3425,13.2,78,"""C1""","""chevrolet monte carlo landau"""
43.4,4,90,48,2335,23.7,80,"""C2""","""vw dasher (diesel)"""
13,8,318,150,3940,13.2,76,"""C1""","""plymouth volare premier v8"""
21,6,199,90,2648,15,70,"""C1""","""amc gremlin"""
12,8,350,180,4499,12.5,73,"""C1""","""oldsmobile vista cruiser"""
18,6,250,88,3021,16.5,73,"""C1""","""ford maverick"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
30,4,97,67,1985,16.4,77,"""C3""","""subaru dl"""
19,6,225,100,3630,17.7,77,"""C1""","""plymouth volare custom"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
19,6,232,90,3211,17,75,"""C1""","""amc pacer"""
13,8,360,175,3821,11,73,"""C1""","""amc ambassador brougham"""
18,8,307,130,3504,12,70,"""C1""","""chevrolet chevelle malibu"""
23,4,120,97,2506,14.5,72,"""C3""","""toyouta corona mark ii (sw)"""
12,8,350,180,4499,12.5,73,"""C1""","""oldsmobile vista cruiser"""
15.5,8,351,142,4054,14.3,79,"""C1""","""ford country squire (sw)"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
32.9,4,119,100,2615,14.8,81,"""C3""","""datsun 200sx"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
27,4,151,90,2735,18,82,"""C1""","""pontiac phoenix"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
19,6,225,95,3264,16,75,"""C1""","""plymouth valiant custom"""
20,8,262,110,3221,13.5,75,"""C1""","""chevrolet monza 2+2"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
13,8,318,150,3940,13.2,76,"""C1""","""plymouth volare premier v8"""
15,8,318,150,4135,13.5,72,"""C1""","""plymouth fury iii"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
18,6,232,100,2945,16,73,"""C1""","""amc hornet"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
22.3,4,140,88,2890,17.3,79,"""C1""","""ford fairmont 4"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
19.4,8,318,140,3735,13.2,78,"""C1""","""dodge diplomat"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
15.5,8,400,190,4325,12.2,77,"""C1""","""chrysler cordoba"""
33.5,4,98,83,2075,15.9,77,"""C1""","""dodge colt m/m"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
22,6,198,95,2833,15.5,70,"""C1""","""plymouth duster"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
19,6,232,100,2634,13,71,"""C1""","""amc gremlin"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
26.8,6,173,115,2700,12.9,79,"""C1""","""oldsmobile omega brougham"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
34.1,4,91,68,1985,16,81,"""C3""","""mazda glc 4"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
13,8,350,145,3988,13,73,"""C1""","""chevrolet malibu"""
14,8,351,153,4154,13.5,71,"""C1""","""ford galaxie 500"""
27,4,151,90,2950,17.3,82,"""C1""","""chevrolet camaro"""
11,8,429,208,4633,11,72,"""C1""","""mercury marquis"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
14,8,351,153,4154,13.5,71,"""C1""","""ford galaxie 500"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
18,6,225,95,3785,19,75,"""C1""","""plymouth fury"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
16,8,400,230,4278,9.5,73,"""C1""","""pontiac grand prix"""
28,4,112,88,2605,19.6,82,"""C1""","""chevrolet cavalier"""
14,8,318,150,4237,14.5,73,"""C1""","""plymouth fury gran sedan"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
20,8,262,110,3221,13.5,75,"""C1""","""chevrolet monza 2+2"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
16,8,302,140,4141,14,74,"""C1""","""ford gran torino"""
33,4,91,53,1795,17.4,76,"""C3""","""honda civic"""
21,6,200,85,2587,16,70,"""C1""","""ford maverick"""
25,6,181,110,2945,16.4,82,"""C1""","""buick century limited"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
30,4,88,76,2065,14.5,71,"""C2""","""fiat 124b"""
15.5,8,400,190,4325,12.2,77,"""C1""","""chrysler cordoba"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
23,4,120,88,2957,17,75,"""C2""","""peugeot 504"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
25,4,121,115,2671,13.5,75,"""C2""","""saab 99le"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
28,4,140,90,2264,15.5,71,"""C1""","""chevrolet vega 2300"""
27,4,97,88,2130,14.5,70,"""C3""","""datsun pl510"""
17.5,8,305,140,4215,13,76,"""C1""","""chevrolet chevelle malibu classic"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
16,8,302,140,4141,14,74,"""C1""","""ford gran torino"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
24,4,90,75,2108,15.5,74,"""C2""","""fiat 128"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
13,8,360,170,4654,13,73,"""C1""","""plymouth custom suburb"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
22,4,121,98,2945,14.5,75,"""C2""","""volvo 244dl"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
18,6,250,78,3574,21,76,"""C1""","""ford granada ghia"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
26,4,97,46,1950,21,73,"""C2""","""volkswagen super beetle"""
14,8,350,165,4209,12,71,"""C1""","""chevrolet impala"""
14,8,350,165,4209,12,71,"""C1""","""chevrolet impala"""
29,4,97,78,1940,14.5,77,"""C2""","""volkswagen rabbit custom"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
12,8,350,180,4499,12.5,73,"""C1""","""oldsmobile vista cruiser"""
38,4,105,63,2125,14.7,82,"""C1""","""plymouth horizon miser"""
23,4,97,54,2254,23.5,72,"""C2""","""volkswagen type 3"""
16,8,400,180,4220,11.1,77,"""C1""","""pontiac grand prix lj"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
23.9,8,260,90,3420,22.2,79,"""C1""","""oldsmobile cutlass salon brougham"""
25.4,5,183,77,3530,20.1,79,"""C2""","""mercedes benz 300d"""
19,6,232,90,3211,17,75,"""C1""","""amc pacer"""
